n,const_f,sum_f,prod_f,direct_poly,horners_poly,sort.bubblesort.sort,sort.quicksort.sort,sort.timsort.sort,matrix_mult
1047,4.250000102956619e-07,7.548749999841675e-05,7.9085714267941e-05,0.00019408749999882957,0.00017342500000694372,0.08899188750000775,0.0020799375000137843,0.003130524999988893,0.019728962500003888
1048,4.800000056093268e-07,7.923749999605434e-05,8.241250000651235e-05,0.00019908750000752207,0.00017746250000527652,0.08764482499999815,0.0020485875000062492,0.0030335999999948626,0.019092424999996638
1049,5.000000058430487e-07,7.867499999747452e-05,8.247500001345998e-05,0.00019697499998727608,0.000178800000007584,0.08826903749999815,0.002346212499993783,0.0030250874999993016,0.019341525000015736
1050,4.285714274893897e-07,7.662499999128158e-05,8.028750001187746e-05,0.00019155000000381506,0.00017324999999601687,0.08934282500000279,0.0020819624999930397,0.0030812624999967397,0.01928385000000077
1051,4.6000002384971594e-07,7.878749998724288e-05,8.259999998472267e-05,0.00019642500000571772,0.00018106249999050306,0.08913972500000966,0.0020635874999967996,0.003087937499977045,0.01891883749999579
1052,4.800000056093268e-07,7.891249999403271e-05,8.260000000096365e-05,0.00019618750001626495,0.00017966250000256423,0.08821856250000337,0.002047974999996427,0.003020212499997399,0.01988938750000102
1053,4.6666667685713037e-07,7.887499999270631e-05,8.308749999486054e-05,0.00019534999999848424,0.00017864999999517295,0.08968142499998777,0.002024562499990168,0.0030885499999939725,0.019216712499989796
1054,4.2857144373036657e-07,7.913750001620201e-05,8.300000000360797e-05,0.00019656249999400188,0.00018274999999334796,0.09036219999999417,0.0020523249999939708,0.0030604875000008747,0.019175762499997973
1055,4.6250000451664164e-07,7.591249999450156e-05,7.973749999479196e-05,0.0001929624999945645,0.0001833624999960648,0.09007622499999002,0.002068500000007134,0.0030219375000086757,0.019414462500002116
1056,4.6250000451664164e-07,7.887499999270631e-05,8.217500000284872e-05,0.00019559999999988316,0.00018114999998886105,0.08878579999998948,0.0021143124999909446,0.003200287500000343,0.01947547500000013
1057,4.374999988954187e-07,7.886250000410655e-05,8.237499999097508e-05,0.00019607499999807487,0.00018003749999451202,0.09000109999998784,0.0020730375000042045,0.0030623750000060568,0.020986200000002952
1058,4.875000101378646e-07,8.421249999912561e-05,8.61874999955603e-05,0.00020407500002050938,0.00018587499999966894,0.09004106249999211,0.002092049999994572,0.0030430249999966463,0.01912028750000161
1059,4.6666668633103353e-07,7.937500000565478e-05,8.24874999949543e-05,0.000197787500006541,0.00018296250000560121,0.0907554874999974,0.0020492750000045135,0.0030963249999871323,0.01932132500000705
1060,4.499999946006028e-07,8.234285715096641e-05,8.632499998384446e-05,0.00020527499999900556,0.00019006249999620195,0.09155458750000633,0.002091912499992077,0.003273275000012177,0.018962212499999964
1061,4.6666667685713037e-07,7.748749999336724e-05,8.062500000249884e-05,0.00019337500000204955,0.0001746428571323122,0.0914039249999945,0.0020805000000052587,0.003041299999992475,0.01933461250001045
1062,4.571428706055615e-07,8.018750000360342e-05,8.503750001409571e-05,0.00033161249999125175,0.0001807750000040187,0.0900190499999951,0.002088399999998103,0.003075424999991583,0.019724099999990585
1063,4.6000001248103216e-07,8.0012499999782e-05,8.424999998624116e-05,0.00019906250000190084,0.00018095000000784012,0.09053507500000535,0.0021382750000000783,0.003202524999998957,0.019443324999997458
1064,4.750000073272531e-07,7.973749998768653e-05,8.329999999594813e-05,0.00019757500000139316,0.0001804000000120709,0.09038737499999883,0.002065837499991119,0.0030521624999906294,0.019783412499997155
1065,5.333333490398218e-07,8.284999999830234e-05,8.562499999698048e-05,0.00020481250000869977,0.00018708571427136382,0.09252102500000348,0.002143300000000181,0.0030633625000007214,0.02017037499999219
1066,6.166666726888556e-07,8.12374999838994e-05,8.521250001791714e-05,0.00020468750000901537,0.00018201249999805214,0.09199141249998632,0.002082612500011294,0.0030544875000018124,0.020131562499990707
1067,4.500000159168849e-07,8.009999999813999e-05,8.323749998595531e-05,0.00019966249998759622,0.00018843750000030468,0.09332257499999486,0.002108749999997883,0.0030899250000189227,0.02003951249998437
1068,5.000000149785982e-07,8.065714286788404e-05,8.435000000872606e-05,0.00019812499999005695,0.00018143750000376713,0.09149903750000732,0.002085412499994277,0.003128449999998395,0.019933737499989945
1069,4.500000159168849e-07,8.16750000041111e-05,8.393749999413558e-05,0.00019860000000448963,0.00018118750000439832,0.09268506250000286,0.0020970875000045908,0.003083599999989417,0.02018047499998943
1070,4.750000073272531e-07,8.43124999931888e-05,8.946249999297606e-05,0.00020613749999398578,0.00018733750000166083,0.09294332499999314,0.0021123000000145,0.0030533499999947367,0.021197625000006326
1071,4.800000169780105e-07,8.327500000149257e-05,8.717499999733036e-05,0.0002063124999978072,0.0001885250000057681,0.09392108749999295,0.002108475000007104,0.003180137500010005,0.020680825000006564
1072,4.7500002153810783e-07,8.231250000534374e-05,8.727500001270982e-05,0.00020591250000734362,0.0001888500000006843,0.09421011250001499,0.0020898375000086844,0.003081537500008835,0.02041383750000847
1073,4.714285799829148e-07,8.427499999896781e-05,8.649999999477131e-05,0.00020663749998561798,0.00018861250001833696,0.09287762499999985,0.002137949999983846,0.0030788375000057044,0.01998848750000093
1074,4.499999946006028e-07,8.320000000594518e-05,8.855000000096425e-05,0.00020967142856826676,0.00018977500000261216,0.09368343749998331,0.002086300000001984,0.003068242857149731,0.020173949999993113
1075,4.857142893602681e-07,8.332499999852416e-05,8.711250001880444e-05,0.0002062249999994492,0.00018801249999711445,0.09295702499999692,0.0022456000000090626,0.0031325124999952436,0.02165688750000072
1076,5.000000082115245e-07,8.45571428515411e-05,9.232499999711763e-05,0.0002072875000109775,0.00018920000001543258,0.09375754999999941,0.0021333250000026283,0.0031014499999884038,0.02077408749998
1077,4.800000056093268e-07,8.351249999094534e-05,8.670000000421396e-05,0.00020607500000835444,0.00019059999999626598,0.09419409999999573,0.002142562499983569,0.003215212500002451,0.022315874999996765
1078,4.285714274893897e-07,8.356249998797693e-05,8.928750001047092e-05,0.00020882500000141135,0.00018986249999386473,0.09335502499999393,0.0022322750000043357,0.003119787500011739,0.020941487500003575
1079,3.875000018638275e-07,8.12571428566246e-05,8.52625000078433e-05,0.00020151249999855736,0.00018387500001182389,0.09452771250000325,0.0022434625000045116,0.0031214500000018575,0.02091113750000062
1080,5.666666709203128e-07,8.336249999985057e-05,8.680000000538257e-05,0.00020878750000008495,0.0001889624999975581,0.09449945000000781,0.0020986500000077513,0.0030984750000015993,0.021008475000002136
1081,5.000000176854277e-07,8.407500000373602e-05,8.844285713394129e-05,0.00021207500000031132,0.00019442857142491578,0.09525358750000379,0.002073487500013016,0.003132862500009992,0.02040495000000675
1082,4.285714274893897e-07,8.030000000758264e-05,8.443750000708405e-05,0.00020084999999880893,0.00018308750001239105,0.0943117375000071,0.002090050000006727,0.0031783000000018546,0.021005537500009552
1083,4.428571287462546e-07,8.027500000196142e-05,8.407500001084145e-05,0.00020107500000676737,0.00018711249999370239,0.09527091250000552,0.002179824999998914,0.0033779749999922615,0.02034677500000015
1084,5.000000082115245e-07,8.274999999713373e-05,8.533749999628526e-05,0.00020412500000333011,0.00018368750001229728,0.09480368749999712,0.002119962499982364,0.003244737499997541,0.021156362500008186
1085,4.2499998897937985e-07,8.375000000881982e-05,8.953750000983973e-05,0.00020873750000305336,0.00019074999998736075,0.09564919999999688,0.0021329499999964696,0.0031147374999989097,0.02050753749999501
1086,4.800000056093268e-07,8.401250000389382e-05,8.806250001924809e-05,0.00020960000001224444,0.00019093750000109821,0.09667657499998938,0.0021413250000037465,0.00339712500000644,0.021599837500005492
1087,4.714285881034032e-07,8.438749999584161e-05,8.928749999626007e-05,0.00021254999999342772,0.00019196250000419468,0.09539368749999966,0.0021340999999992505,0.0031598124999874244,0.021116450000000953
1088,7.833333389347293e-07,9.73249999987047e-05,0.00010607499999792935,0.00021756249999071997,0.000194437499999367,0.0972696250000098,0.0021855375000257027,0.0034004500000008875,0.021263737500035518
1089,4.833333188495695e-07,8.407500001794688e-05,8.773750003854275e-05,0.00021187500001929038,0.0001935750000114922,0.09629261249999388,0.0021731125000030715,0.003150325000007115,0.020568649999987088
1090,4.5000005381249747e-07,8.305000001485041e-05,8.75142857564372e-05,0.0002093874999786749,0.00019343750000189175,0.09730496250001863,0.0021343874999928403,0.0031340374999899723,0.022539500000021917
1091,4.999999873689376e-07,8.699999999147881e-05,9.179999999275879e-05,0.0002183500000114691,0.0001989375000164273,0.09718242500001395,0.002122424999981831,0.00315389999998672,0.021271275000003698
1092,4.999999743761561e-07,8.418749997929353e-05,8.812499999066858e-05,0.0002116874999984475,0.00019380000000523978,0.09628893749999179,0.002123075000028507,0.0032104625000073383,0.02176163750000626
1093,7.666666306249681e-07,0.00013864999996826555,9.37374999949725e-05,0.00021992500001033477,0.00019987499999274405,0.0969134375000209,0.0023553375000062715,0.003273624999991398,0.020888187499991773
1094,5.000000555810402e-07,8.474999998497879e-05,8.858750001650151e-05,0.00021356250000792443,0.00019501250000075743,0.09692243749999818,0.002156037500000707,0.003205262499989203,0.02183466249996968
1095,5.500000005061642e-07,8.767499998896255e-05,9.196250000798045e-05,0.00022040000001766202,0.00020005714285226922,0.09897625000002108,0.002185087499995575,0.003191912500014382,0.021801524999986555
1096,4.750000073272531e-07,8.503749999988486e-05,8.922499998220701e-05,0.00021151249998752064,0.00019340000000056534,0.09839050000000782,0.0021197875000069644,0.003217174999974759,0.021791237500025318
1097,4.999999743761561e-07,8.458750001238968e-05,9.045000003027326e-05,0.000227487499969925,0.00019258750000972213,0.09597020000001066,0.002187600000027601,0.003283287500011056,0.021176237499972217
1098,5.142856837535094e-07,8.37000000046828e-05,8.842500002970155e-05,0.00021135000000072068,0.0001951375000146527,0.09701139999999953,0.0021427749999958223,0.003295475000015813,0.021465387500015254
1099,4.6249996898950485e-07,8.872857144329569e-05,9.117500000854761e-05,0.00021953750002978722,0.0002003624999957765,0.09874782500000379,0.0021266374999839854,0.003192862500000615,0.02189638750000711
1100,4.750000073272531e-07,8.266250000588116e-05,8.667500001990902e-05,0.00021033750000754026,0.0001926624999981641,0.09846832500002733,0.0021829624999725183,0.003346549999989179,0.022284487500016326
1101,5.166666975734794e-07,8.588750000626533e-05,9.079999999528354e-05,0.00021907499998974345,0.0001984000000021524,0.09847798749999015,0.0021986000000140393,0.0032091124999737985,0.02181912500000749
1102,5.500000194539704e-07,8.79374999982474e-05,9.141249999800038e-05,0.00021940000000597593,0.00020001250001655535,0.09774731249999036,0.0021494375000230548,0.003178949999991687,0.021707725000013056
1103,4.750000073272531e-07,8.921249998650183e-05,9.209999998915919e-05,0.00022198750001223289,0.00020041250000701893,0.09955716250000535,0.0023187124999992648,0.003294562499988274,0.021880300000006514
1104,4.999999987376214e-07,8.610000001851859e-05,8.937500001593435e-05,0.00021301249999794436,0.0001941250000072614,0.09931072499999516,0.00216371250002112,0.003209799999979168,0.021938037500007113
1105,5.285714418537932e-07,8.836249999433221e-05,9.382500000754135e-05,0.0004366999999945165,0.00020022500001459775,0.09944521249998672,0.002405512500018858,0.0032005250000395336,0.022624362500010875
1106,5.125000086536602e-07,8.787499997708892e-05,9.17499999957272e-05,0.00022092857141485313,0.00020121249997373525,0.09888196250000192,0.0021858499999751757,0.0031986249999960137,0.022665974999995342
1107,6.375000225489202e-07,9.32625000018561e-05,0.00011197500002424476,0.00023323749999804022,0.00020775000001549415,0.09905177500000661,0.002155487500004938,0.003246287500019207,0.022985812499996428
1108,4.999999987376214e-07,8.781250001277385e-05,9.092499998075709e-05,0.00022670000001312474,0.00020126249999918855,0.10062662499998964,0.0022089250000050242,0.0032720624999740267,0.022902762499995788
1109,4.999999987376214e-07,8.727500001270982e-05,9.157500002743291e-05,0.0002219250000194961,0.00020019999999476568,0.10018893749999336,0.002152999999992744,0.003360712499997476,0.022694687499992483
1110,4.4999998749517545e-07,8.66500000142878e-05,9.138750002080087e-05,0.00022092499999359916,0.00020033750000436612,0.09997738750001872,0.002265512499988631,0.0033113000000071224,0.02377427500000806
1111,4.874999746107278e-07,9.211250001328608e-05,9.565000000577584e-05,0.00023491249999096908,0.0002083125000211794,0.10025522499999795,0.0021603125000382306,0.0033416250000044556,0.022991987500006417
1112,4.6250004004377843e-07,8.80750000220587e-05,9.151250000627442e-05,0.00022222500000168566,0.00020554999998978474,0.1036940000000186,0.0022649500000113676,0.0034616125000042075,0.02442347500000608
1113,5.624999630526872e-07,9.497500001032222e-05,0.00010061250003445821,0.00023988750001535664,0.0002170375000076774,0.10258005000002868,0.0021853124999893225,0.0032753125000084538,0.022786437500030843
1114,5.200000259719672e-07,8.883750000165946e-05,9.29625000338774e-05,0.00022622500002000834,0.00020261250000430664,0.10100851250000176,0.00218633750000663,0.003248762500007274,0.023446875000033174
1115,5.124999802319508e-07,9.198749998517997e-05,9.937499999068677e-05,0.00023135000000706896,0.0002107875000092463,0.10049562499999354,0.0021707750000103943,0.003298950000015566,0.023204350000000318
1116,5.285714256128163e-07,9.140000001650606e-05,9.58499999939022e-05,0.00023112499999911051,0.00022150000003762216,0.10330072499999687,0.0023987499999833517,0.003287387500023442,0.02263569999998083
1117,5.142856999944862e-07,8.882499999174343e-05,9.298750001107692e-05,0.00028279999997948835,0.0002018999999791049,0.10195590000002142,0.0022415624999752026,0.0033519499999954405,0.023570762500000342
1118,4.875000598758561e-07,9.192857144820923e-05,9.651250000786149e-05,0.00023053749998780404,0.00020973750001473945,0.10183290000004774,0.002202487500014172,0.003363412500007712,0.023130687500014346
1119,5.999999643790943e-07,9.167500000728523e-05,9.63375000111455e-05,0.00023280000003467194,0.0002149000000315482,0.10381382500000313,0.002206124999972303,0.0032941125000149896,0.024615437500003168
1120,5.124999802319508e-07,9.187142857821787e-05,9.551249998196454e-05,0.00023223750001477583,0.00021064999999964584,0.10196291250002787,0.0022450000000162618,0.0034356500000001233,0.023829962500002466
1121,5.124999944428055e-07,9.128749999831598e-05,9.604285714561098e-05,0.00023042499998382482,0.0002102499999949714,0.1031966624999967,0.0022459499999882837,0.003343362500018543,0.0235439749999955
1122,5.428571837131e-07,9.249999997962277e-05,9.642500000950349e-05,0.00023441250000644231,0.00021036249998473977,0.10385363749999499,0.0024151125000315687,0.00336180000000752,0.022591849999983538
1123,5.000000366332339e-07,9.165000003008572e-05,9.276250000311848e-05,0.0002236624999909509,0.00020438750000550954,0.10273398750001661,0.0022008124999928214,0.00349696250002296,0.023764700000015182
