n,const_f,sum_f,prod_f,direct_poly,horners_poly,sort.bubblesort.sort,sort.quicksort.sort,sort.timsort.sort,matrix_mult
898,3.375000048322363e-07,5.698571428475978e-05,5.824999998793601e-05,0.0001362500000112732,0.00012882499999733454,0.06495947500000199,0.0017469875000060142,0.0026551999999995246,0.01961207500001194
899,4.5714287872604995e-07,5.751250000685104e-05,5.8699999996747465e-05,0.00013811250001083408,0.00012771249999588008,0.06971847500000194,0.0017179625000025567,0.002686399999987543,0.015125862499992593
900,3.875000018638275e-07,5.685000000710261e-05,5.949999999188549e-05,0.00020918750000475939,0.00012918750000068258,0.06518245000000888,0.0017409624999942253,0.002630837499992822,0.011522049999996398
901,3.3333334196565073e-07,5.4924999993488655e-05,5.8742857155331354e-05,0.00014210000000502987,0.0001393499999977621,0.06478733750000032,0.0017691500000012184,0.0026390749999904983,0.011394600000002697
902,3.500000076428478e-07,5.6662500007576e-05,6.017500000154996e-05,0.00014698750000974314,0.00013988749999782613,0.06482714999999928,0.0017278999999987832,0.0026787500000011732,0.011722962500002154
903,3.2857143748645156e-07,5.5300000006752725e-05,6.12374999988674e-05,0.00014236249999299844,0.00013514999999841848,0.06395564999999692,0.001771699999991938,0.0026899249999985386,0.01125880000000734
904,3.2857142936596316e-07,5.5024999994657264e-05,5.932500000227492e-05,0.00014551249999783522,0.00013795000000271784,0.06433502499999832,0.0017577750000015158,0.00268487499999992,0.011686000000011632
905,4.125000145904778e-07,5.550000000604476e-05,5.981428569969337e-05,0.0001453874999910454,0.00013899999999722468,0.06525917499999423,0.001730562499993482,0.002657112499996117,0.011240387499995563
906,5.000000068581098e-07,0.00010044999999792026,6.284285715147624e-05,0.00015413749999737547,0.0001405000000076484,0.07052923749999707,0.0019244000000071537,0.0030540749999943273,0.013096800000020892
907,8.714285805971096e-07,7.146250000999999e-05,6.215000000509008e-05,0.0001362249999914411,0.00012294999999795664,0.06611283750000752,0.0017303000000055135,0.0026909250000102247,0.01173283750001275
908,3.500000029058962e-07,5.601250000353275e-05,6.0812500009888026e-05,0.00014998749999506344,0.00014276249999767288,0.06496534999999426,0.001749374999995723,0.0026792374999971003,0.011886862499991935
909,3.0000000350582923e-07,5.689999999702877e-05,5.8725000009474115e-05,0.00014686250001005874,0.00014113749998756475,0.06553781249999702,0.0017549249999788685,0.0027022250000072745,0.011723700000004555
910,3.74999999053216e-07,5.594999999658512e-05,5.8162500003788864e-05,0.00013684999999696856,0.0001242624999946429,0.06553677500000532,0.0017684625000029541,0.002943412500002296,0.012055474999996818
911,3.500000076428478e-07,5.688571428663636e-05,5.9085714294074675e-05,0.0001358374999966827,0.00012781250000415412,0.06523141249999043,0.0017747750000012275,0.002797350000001586,0.011565624999995805
912,3.500000005374204e-07,5.74374999970928e-05,6.193750000704767e-05,0.00015157500000384516,0.0001436249999926531,0.06489056249999692,0.0017590124999955492,0.003007887500004358,0.011869412500011833
913,4.0000000467443897e-07,5.605000000485916e-05,5.891250000900072e-05,0.0001391374999997197,0.0001333125000044788,0.06642320000000268,0.001782237500009387,0.0027628125000020987,0.011884200000011447
914,3.6250001045345925e-07,5.6814285723508616e-05,6.053750001200342e-05,0.00014902500000602004,0.00012933749999177735,0.0659363500000012,0.0017993874999859827,0.0027412625000096114,0.012694325000005335
915,3.1249999921101335e-07,5.5787500002679735e-05,5.956249999172769e-05,0.00014753749999840693,0.000140375000007964,0.06525459999999583,0.0018696625000131917,0.0027317499999881534,0.012378324999986035
916,3.7500001326407073e-07,6.25875000039855e-05,6.159999998800458e-05,0.00015271249998960457,0.00017078749998233889,0.0658332874999985,0.0017574749999909045,0.002705187499998374,0.012710937500003183
917,3.7500000615864337e-07,5.6174999997438135e-05,6.060000001184562e-05,0.0001489124999949354,0.00014131249999138618,0.06586141249999145,0.0017981624999947599,0.0027038750000016876,0.012396224999996264
918,3.857142912368415e-07,5.623749999017491e-05,6.12374999988674e-05,0.00014802499999433394,0.0001412250000001336,0.06611115000000467,0.001773112499989793,0.002854587500017658,0.012684174999996856
919,3.999999989900971e-07,5.627500000571217e-05,5.907142856033586e-05,0.0001401999999899317,0.00013313749999355196,0.06622932499998058,0.0017618124999998486,0.0027822500000027617,0.012794937499997161
920,3.999999952005358e-07,5.641250000110176e-05,5.998750000202335e-05,0.00014869999998978756,0.00013158750000741293,0.06603877499999555,0.0019674499999950967,0.0027309000000101946,0.012828837499995416
921,3.249999878107701e-07,5.6150000013133194e-05,6.064999999466636e-05,0.00014690000000427972,0.000136987500006569,0.06672913749999765,0.0017806999999905315,0.0028740375000069207,0.012391562499992403
922,4.2000001485575924e-07,5.577500000697455e-05,5.9849999999528336e-05,0.0001388250000076141,0.00012639999999919382,0.06746988750000327,0.0017980999999949177,0.0027856875000082937,0.01281851249999022
923,4.500000159168849e-07,5.7687500010672466e-05,5.885000000205309e-05,0.00013848750000278187,0.00013064999999556903,0.06663923749999867,0.0017868250000105945,0.0027730125000005046,0.012824012499976334
924,3.6249999624260454e-07,5.622500000868058e-05,5.928749998673766e-05,0.00014237499998870362,0.00013116249999001184,0.06715993749998717,0.0017737624999867307,0.0027104250000036245,0.01251083750000248
925,4.000000330961484e-07,5.608750001329099e-05,6.106250000215141e-05,0.00015087500000277032,0.00014254999999963047,0.06792831249999409,0.0018129749999999945,0.002792062500006409,0.012299287499992317
926,3.4285713874331644e-07,5.7037499985312934e-05,5.94000000059428e-05,0.00014094999998803814,0.00013043750001173748,0.06808552499999365,0.0017886999999987552,0.0027571249999880365,0.012470099999987383
927,3.7500000615864337e-07,5.605000000485916e-05,6.116249999621459e-05,0.00015231249999203555,0.00014338750001030576,0.06694515000000933,0.0017698500000022932,0.002745925000006366,0.01249030000001028
928,4.0000001035878083e-07,5.7425000008493043e-05,6.0474999990844935e-05,0.00017481249999917736,0.00013636250000104155,0.06751272499998606,0.001783787499995526,0.002869012500006818,0.01219936249999165
929,4.0000000467443897e-07,5.6524999997975556e-05,6.1287499995899e-05,0.0001491499999914936,0.0001318874999967079,0.06863505000000458,0.001785750000003361,0.0027550624999861384,0.012852637500003539
930,3.3750001193766366e-07,5.656250000640739e-05,6.166249999495221e-05,0.00015257499999421498,0.00014601249999657284,0.06915437500001076,0.0017767875000131994,0.002861349999996321,0.012614462499996648
931,4.2500000319023457e-07,6.0137500000223554e-05,6.17000000175949e-05,0.00014432500001504422,0.00013688749998408412,0.06938886249999854,0.001803000000009547,0.0027601250000017785,0.012664962499997046
932,3.250000091270522e-07,6.043750001083481e-05,6.138749998996218e-05,0.00014866250000977743,0.0001285500000136608,0.068232249999987,0.0017952124999993657,0.0030098874999993086,0.012534350000002803
933,3.3749999772680894e-07,5.646249999813335e-05,6.142499999839401e-05,0.00014976249999421043,0.00014358750001264298,0.06948356250000387,0.0018063625000053207,0.0028551875000104587,0.013150287500003799
934,3.9999999046358425e-07,5.788750000590426e-05,6.223749999634265e-05,0.00015288750000053142,0.0001460250000135943,0.06945134999998004,0.0018026750000075253,0.002918375000007245,0.012942774999999074
935,3.6249999624260454e-07,5.6714285725385185e-05,5.944999999959085e-05,0.00015022499999162164,0.00013752500001373846,0.06854127500001539,0.0017989999999983297,0.0028287375000104475,0.013332475000005672
936,4.0000001414834213e-07,5.7425000008493043e-05,6.0200000007171184e-05,0.0001512124999933917,0.00013482857141460563,0.06879244999999656,0.001814087500001449,0.002968562499987115,0.013910712499999534
937,3.571428481206697e-07,5.7025000003818604e-05,6.028750001263461e-05,0.00015026249999294805,0.00014168750000465025,0.06937103749999807,0.0018021624999917663,0.0028075750000056132,0.014432699999993304
938,3.999999952005358e-07,5.698749999538677e-05,6.223749998923722e-05,0.00015519999999469292,0.00014541249998956118,0.06941617500001485,0.0018015874999974812,0.002849475000004986,0.014346887499996797
939,3.9999999046358425e-07,5.7128571419135756e-05,6.059999998342391e-05,0.0001496124999889048,0.0001452374999928452,0.06879785000000282,0.0017973875000123485,0.002785787499988146,0.013135950000012997
940,3.7500000615864337e-07,5.757499998537696e-05,6.034999999116053e-05,0.00024213749999546508,0.0001277000000001749,0.0699372749999867,0.0018320500000115203,0.0028258500000148956,0.013736862499996505
941,3.999999975690116e-07,5.692500000975542e-05,5.9912500006475966e-05,0.00014604999999789925,0.00014265000000079908,0.06892021249999658,0.001806150000000173,0.0028439624999947455,0.014134074999994084
942,3.3749998351595423e-07,5.7485714283497403e-05,6.012500000451837e-05,0.00014335000000897935,0.00013812500000653927,0.07001897500000354,0.0019885999999971204,0.0030879124999998453,0.014079512500003943
943,4.000000188852937e-07,5.798749999996744e-05,6.003749999194952e-05,0.00014104999998920675,0.00013382500000602704,0.07019042499999273,0.0018246375000003923,0.0029888374999984535,0.013563537499997835
944,3.12499992105586e-07,5.717499999491338e-05,5.9737499995549115e-05,0.00016508750000099326,0.0001330500000094048,0.0703188624999882,0.00186173749999341,0.0029561499999957164,0.013298599999998828
945,3.1428572810909827e-07,5.703749999952379e-05,5.983750000382315e-05,0.0001431250000010209,0.00013667500001446342,0.06964861250001064,0.0018317749999923194,0.002858512500019117,0.013544500000008952
946,3.875000018638275e-07,5.82000000122207e-05,6.046250001645603e-05,0.00014159999999918682,0.00013454999999140682,0.06974191250000672,0.001861175000009041,0.002850975000001199,0.013270249999990824
947,4.000000087346832e-07,5.7687500010672466e-05,6.053750000489799e-05,0.00014705000000247992,0.00014316250000234731,0.0711781500000086,0.0019248374999918383,0.002907799999995575,0.013962762500007386
948,3.375000048322363e-07,5.728571427913006e-05,6.210000000095306e-05,0.00015552499999671454,0.00014747500000567015,0.07072253750000357,0.001987137500002234,0.002866162499991276,0.014586949999980448
949,3.6249999624260454e-07,5.732499998600815e-05,6.208749999103702e-05,0.00015467499999033407,0.00014638750000273149,0.0704077375000125,0.0018271874999982174,0.002952225000001363,0.014117812500003879
950,3.874999805475454e-07,5.8257142849730113e-05,6.19625000126689e-05,0.00015524999999882994,0.00013917499999394067,0.07114457500001237,0.0018248249999999189,0.0028729375000153823,0.013501962500001241
951,4.166666750885876e-07,7.009999999496586e-05,6.349999999599731e-05,0.00014997499999225283,0.0001374375000011696,0.07202411249999585,0.0018415624999903457,0.002832775000001675,0.013829112499983864
952,3.125000063164407e-07,5.780000000044083e-05,6.18874999886998e-05,0.0001577999999824442,0.00014691250000709033,0.07178216249999281,0.0018674375000102827,0.002931862499998772,0.014055150000011452
953,3.999999952005358e-07,5.8212500000820455e-05,6.078750001847766e-05,0.0001479625000087026,0.00014342500000452674,0.07143943750001114,0.00195608750000531,0.002855999999987091,0.014117162499999836
954,3.625000033480319e-07,5.8562500001357876e-05,6.079999999997199e-05,0.00014582499999704623,0.00013781249998601197,0.07133187499999849,0.001849749999998096,0.0028552874999974165,0.014070450000019719
955,3.9999999046358425e-07,5.751249998553476e-05,7.117499998798849e-05,0.0001471374999937325,0.00014265000000079908,0.07096709999997586,0.0018468375000040282,0.002913387500001363,0.013673199999992391
956,3.9999997625272954e-07,5.891250000900072e-05,6.083750000840382e-05,0.0001466125000035845,0.00013925000000369891,0.07157721250001714,0.0018444749999986243,0.002897312499996474,0.013943462500009218
957,3.250000020216248e-07,5.8928571425959877e-05,6.451249999628317e-05,0.00015861250000170912,0.00014873750001953567,0.07215288749998194,0.0019012499999959687,0.0028889374999963024,0.014101800000005937
958,3.7500000615864337e-07,5.7925000007230665e-05,6.0637499998961175e-05,0.0001447750000025394,0.0001365375000119684,0.07275622500000622,0.0018611374999935038,0.0029643249999935506,0.01388816249999536
959,3.9999999249370634e-07,5.790000000160944e-05,6.1199999997541e-05,0.00015295000001458448,0.00014684999998593185,0.07262377499999673,0.0019596249999978,0.0029382124999983716,0.013569625000009466
960,3.714285818594882e-07,6.142499999839401e-05,6.512499999189458e-05,0.0001468875000014691,0.00013007500000838945,0.07269605000001178,0.002086312499997689,0.0030847499999993033,0.01376001249999348
961,3.66666682793948e-07,5.7837500008872667e-05,6.200000000688988e-05,0.00015713749999690663,0.00014746249999575411,0.0718184749999935,0.0018621750000065163,0.0028753375000079018,0.013547500000001378
962,3.249999878107701e-07,5.7914285727227775e-05,6.240000001156432e-05,0.0001523500000004674,0.00014918750000703085,0.07260218749999581,0.001864462500002162,0.0028912124999891375,0.014617312499979107
963,4.2000000348707546e-07,5.920000000969594e-05,6.187499999299462e-05,0.0001530749999929526,0.00014771250000933378,0.07249851250000461,0.001878775000008659,0.002926475000009532,0.01390393750001806
964,3.624999820317498e-07,5.8875000014779744e-05,6.307142858271877e-05,0.00015071250001597036,0.0001462749999845414,0.07407982499999832,0.0018599624999993125,0.0028915250000025594,0.014833587500007184
965,3.999999952005358e-07,5.9749999998359726e-05,6.338749999912352e-05,0.00015645000001285325,0.00014943749999929423,0.07325537499999513,0.001869624999990549,0.0029112625000138337,0.014280812499997353
966,3.999999952005358e-07,6.264999999672227e-05,6.747499999448792e-05,0.00015183750001313,0.00014631249999297324,0.07312398749999716,0.0018782499999971947,0.0029770874999996977,0.013918687500002136
967,3.714285737389998e-07,6.416249998864032e-05,6.443750000073578e-05,0.00015178749999478214,0.0001446875000041814,0.07816777499999716,0.002040387500009899,0.0035952624999922023,0.017337474999990832
968,4.6666667685713037e-07,7.245714286747378e-05,7.618749998528074e-05,0.00018018749999981765,0.0001626749999914523,0.07604563749999471,0.0019003624999953672,0.003061174999999139,0.014642587500013349
969,4.000000168551716e-07,6.612499999647525e-05,6.95624999877964e-05,0.00016425000000452883,0.0001488500000021986,0.07461773749999168,0.0019064250000013772,0.002939199999985931,0.014529525000000376
970,4.3333332655492995e-07,6.577500000304326e-05,6.889999998804797e-05,0.00016036250000439622,0.00014691250001419576,0.07509243749999683,0.0019204249999944523,0.002975475000006611,0.014446650000010663
971,4.500000064429817e-07,6.520000000165282e-05,6.996249999957627e-05,0.0001617375000080301,0.00014738750000020673,0.07583580000000012,0.0018735000000162927,0.002936637499985295,0.01431150000000514
972,4.199999807497079e-07,6.559999999922184e-05,6.713750000386653e-05,0.00017010000001249637,0.00014984999999967386,0.07500542500000051,0.001925662499999703,0.0029641374999727077,0.015829849999995815
973,3.714285737389998e-07,6.512499999900001e-05,6.86750000014058e-05,0.0001608374999904072,0.0001509749999968335,0.07665716250000543,0.001909824999991372,0.0029619499999924415,0.014585462500008362
974,3.8750000896925485e-07,6.38375000150404e-05,6.746250000588816e-05,0.00021747500000657283,0.00014347142856000313,0.07540157499998656,0.0019413624999984336,0.0030106125000060047,0.014180400000000759
975,4.250000102956619e-07,6.256249999836427e-05,6.640000000146529e-05,0.00015611249999381016,0.00013956250001001536,0.07569840000000738,0.0018725624999973434,0.003057300000001817,0.01450661249999996
976,3.749999848423613e-07,5.956249999172769e-05,6.410000000300897e-05,0.00016205000000724112,0.00015015000000317968,0.07463399999999609,0.0019502499999930478,0.0030563874999955942,0.016621849999992833
977,3.999999975690116e-07,6.481250000689442e-05,6.795000000181517e-05,0.00016352857143634277,0.00014817499999253414,0.07573188749999815,0.0019106125000050156,0.0029912124999995626,0.01480243749999488
978,4.333333170810268e-07,6.043750001794024e-05,6.358750000146074e-05,0.0001518125000075088,0.00014501250000620303,0.07564908749999688,0.0018739249999910612,0.003010175000000004,0.015131075000013539
979,5.750000013904355e-07,7.018750000753471e-05,7.170000000655818e-05,0.0001675250000019446,0.00014718571428927265,0.07859420000000483,0.0019209250000002953,0.0029620624999964207,0.01598775000000785
980,4.285714193689013e-07,6.767499998971971e-05,7.183749999484235e-05,0.0001681999999973982,0.0001519375000071932,0.07609503750000357,0.001899424999976418,0.0029758000000086327,0.015569175000010205
981,3.6250001045345925e-07,6.246249999009024e-05,6.592500000834889e-05,0.0001545249999992393,0.0001405875000060064,0.0759831624999947,0.0019875624999912134,0.003035150000002318,0.015198575000006542
982,3.4285715498429325e-07,6.587499999000102e-05,6.93249999912382e-05,0.00016312500000736918,0.00015184999998988738,0.07664172499999466,0.0019131250000015143,0.0030019124999896007,0.015956937499993273
983,4.250000102956619e-07,6.416250000285117e-05,6.792500000329937e-05,0.00015776249999532865,0.0001464875000039001,0.07627596250000579,0.0019275625000076957,0.0029857624999962695,0.014993012500013947
984,4.624999903057869e-07,7.136250000172595e-05,7.364285714369803e-05,0.00016808750000052441,0.00015249999998445674,0.07842642499998931,0.0018814749999975788,0.0029778749999991305,0.015299187499998368
985,3.5714285624115813e-07,6.59625000096753e-05,6.982857143254608e-05,0.00016357499999486436,0.0001485500000057982,0.07755968750000619,0.0021966374999919935,0.0030934374999773695,0.015423462500010032
986,3.500000005374204e-07,6.216249998658441e-05,6.556249999789543e-05,0.00016333749999830616,0.00015325000001098488,0.07707375000000383,0.0019263124999895354,0.0031119124999960945,0.01540660000000571
987,4.5000000170603016e-07,6.85285714082186e-05,7.162500000390537e-05,0.00016812500000185082,0.0001529142857147495,0.0773467624999924,0.0019180499999933431,0.0031484625000004485,0.015672275000000013
988,4.400000193527376e-07,6.63374999803068e-05,6.824999998400472e-05,0.0001594285714239569,0.00014598749999805705,0.0782412124999965,0.001914675000016075,0.0030516000000062604,0.015199862500004713
989,3.9999999046358425e-07,6.382500000512437e-05,6.750000000010914e-05,0.00015929999999997335,0.00014883750000649343,0.07792285000000021,0.0019502124999988268,0.0032697125000069605,0.015630612499990093
990,4.1250000748505045e-07,6.683749999325528e-05,6.97250000101235e-05,0.0001643857142750806,0.00014990000001802173,0.07668601249999085,0.00191331249998683,0.003001787500004127,0.015520437500001094
991,3.7500001326407073e-07,6.482500000259961e-05,6.824999999821557e-05,0.0001597500000087848,0.00014938750000936807,0.07712853750000193,0.0019311249999844904,0.003139025000010065,0.0157838875000067
992,4.125000003796231e-07,6.672499999638148e-05,7.108749999673591e-05,0.00016539999999309885,0.00015138750000431855,0.07796848749999441,0.0019399249999736412,0.0031528999999963503,0.015586349999992422
993,4.1428570187105963e-07,6.940000000099644e-05,7.191249999749516e-05,0.0001707500000094342,0.00015683750000761165,0.07801496249997797,0.001970649999996965,0.003095025000000362,0.015457824999998593
994,4.3749999178999133e-07,6.711249999824531e-05,7.013749999629226e-05,0.00016824285714684656,0.00015283749998928897,0.07905798749999349,0.0019070499999997992,0.003022187499986728,0.015683574999997063
995,4.500000159168849e-07,6.70124999970767e-05,7.115000001078897e-05,0.00016575000000784712,0.00014976250000131586,0.07962607500000018,0.0019318874999996183,0.003081662500001414,0.015194512499995483
996,4.2500000319023457e-07,6.644999999849688e-05,6.994999998966023e-05,0.00016718749999711235,0.00015448750000501832,0.07933757500000382,0.0019763625000024376,0.0031270499999962453,0.015547187499997506
997,4.6250000451664164e-07,6.522500000016862e-05,6.838749999360516e-05,0.00016098750000281825,0.00015342500000059545,0.07868407499997687,0.0019682374999945296,0.003091362499993977,0.01561653749998726
998,3.875000018638275e-07,7.061250001072494e-05,7.433749999563588e-05,0.00018127499998854546,0.000159812500008627,0.08041185000000439,0.0020024875000075326,0.003427149999993162,0.015183187499999917
999,4.000000330961484e-07,6.850000001890066e-05,7.209999999702177e-05,0.0001701749999938329,0.0001546999999959553,0.07866729999999222,0.0019531000000085896,0.0030400500000027364,0.019662312500003054
1000,4.2499998897937985e-07,7.065000001205135e-05,7.353750000760328e-05,0.00021986250001049257,0.00016248749999903112,0.08464064999999721,0.002065237499998318,0.0031366124999934186,0.016331387499995742
1001,4.750000073272531e-07,7.463749999203628e-05,7.83624999982635e-05,0.00018899999998467365,0.00017008750000968575,0.0799539125000095,0.0020045500000094307,0.0031714124999950855,0.017249162500000637
1002,4.6000001248103216e-07,6.996249999957627e-05,7.275000000817045e-05,0.00017101249999029733,0.00015536250000280916,0.07893841250000122,0.0019178374999953007,0.003097012499992502,0.015744087499989234
1003,3.999999975690116e-07,7.04750000011245e-05,7.273749999825441e-05,0.0001740999999952919,0.00015525000000593536,0.08033136249999728,0.001964649999997903,0.003081549999983224,0.016521774999993966
1004,4.1428569375057123e-07,6.616249999780166e-05,7.047500000822993e-05,0.00016744999999929178,0.0001510374999966757,0.08021323749999709,0.0019350749999844652,0.0032823999999891385,0.016332725000005155
1005,4.285714274893897e-07,6.851249999328957e-05,7.204999999999018e-05,0.0001729250000082061,0.0001554874999882827,0.08074122499998992,0.0021362374999895906,0.003073100000001716,0.016243137499998284
1006,3.74999999053216e-07,6.856249999032116e-05,7.211250000693781e-05,0.0001719714285854934,0.00015567500000202017,0.08149128750000045,0.0019478125000063073,0.003075037499989719,0.01757843749999921
1007,4.125000003796231e-07,7.116250001359958e-05,7.498750000678456e-05,0.00017696250001364433,0.0001606624999936912,0.08046034999999563,0.0019476625000010017,0.0031847249999970018,0.016697424999996713
1008,4.3750000600084604e-07,7.122499999923093e-05,7.583749999895417e-05,0.00017722499999450747,0.00016143749999741885,0.08132527500000464,0.002248725000008278,0.003243562499989139,0.016965437499997904
1009,4.166666750885876e-07,6.836250000219479e-05,7.171250000226337e-05,0.00017382499998319645,0.00015250000000475796,0.08030439999998862,0.0020925999999974465,0.003118112499997494,0.016745750000005444
1010,3.5714286436164653e-07,7.249999999560584e-05,7.480000000116758e-05,0.00017713750001036033,0.00016081428570454852,0.08111546250000146,0.001933700000009253,0.0030827375000086477,0.016880137499988734
1011,4.285714193689013e-07,6.965000000747068e-05,7.288749998934918e-05,0.00017293750000391128,0.00015668750000230602,0.08067447499999503,0.001964425000004155,0.0030957875000083845,0.01650186250000729
1012,4.1428571811203643e-07,7.316250000144464e-05,7.566249999513275e-05,0.00017960000000272203,0.00016307500000323216,0.08250663749999632,0.0019678750000053924,0.0030960874999976795,0.017203774999991595
1013,4.4999998749517545e-07,6.76124999898775e-05,7.147500000570517e-05,0.00017125000000106638,0.00015301250001442668,0.08193637499999795,0.0019383125000018708,0.0031758625000009033,0.016483787500000346
1014,4.000000330961484e-07,7.321428572432913e-05,7.651250000151322e-05,0.0001808875000008925,0.0001664125000218064,0.08143066249999009,0.0019564749999858577,0.0031810000000049854,0.016591900000001658
1015,4.1250000748505045e-07,7.107500000103073e-05,7.580000000473319e-05,0.00017692499999810707,0.00015859999999179308,0.08173778749999627,0.0019910125000066614,0.003215374999989251,0.016890937500008363
1016,4.1666666561468446e-07,7.186249998625271e-05,7.593749999301735e-05,0.00017962500000123782,0.00016286249999808433,0.08170385000001801,0.001954862500006982,0.003146325000003003,0.017590787499997873
1017,4.374999988954187e-07,7.366250000728769e-05,7.806249998765225e-05,0.00018494285715827833,0.00016781250000974524,0.08354869999998726,0.001974850000017625,0.003352262500001757,0.016733074999997655
1018,4.1428570999154803e-07,7.3362499989571e-05,7.61125000039442e-05,0.00018180000000711516,0.00016535000000317268,0.08304659999999586,0.0020187374999878216,0.003156912499989062,0.016664249999990943
1019,4.250000102956619e-07,7.144999999297852e-05,7.510000000365835e-05,0.0001812249999986193,0.0001624249999991889,0.08325517500001212,0.0019659999999959155,0.003266312500002755,0.016997449999998082
1020,3.8749999475840013e-07,7.270000002534971e-05,7.576250000340679e-05,0.00017967500000537484,0.0001664374999919005,0.08332082499998705,0.0020444375000110426,0.003143112499998324,0.016815900000004547
1021,4.428571449872314e-07,7.227500000084319e-05,7.681250001212447e-05,0.00018787500000172486,0.00016455000000803466,0.08372988749999166,0.0019762249999857318,0.0032122500000042464,0.016632125000015208
1022,4.250000102956619e-07,7.429999998720405e-05,7.624999999222837e-05,0.00018045000000199707,0.0001635375000077488,0.08293090000000092,0.001990362500002618,0.003172500000012235,0.016788162500006365
1023,4.333333455027362e-07,7.212500000264299e-05,7.584999999465936e-05,0.00018035000000082846,0.00016406250000500222,0.08437138749998496,0.0019832874999963224,0.003179612499998541,0.016940537500005348
1024,4.1249998616876837e-07,6.988571427817598e-05,7.323749999699203e-05,0.0001928000000006591,0.00015732500000353866,0.08293563749999322,0.001991187500010483,0.00298606249999267,0.01705196249999119
1025,4.125000145904778e-07,7.346250000495047e-05,7.722499999118781e-05,0.0001852999999982785,0.00016867499999762003,0.08557901249999844,0.002004912499998568,0.0029213124999998286,0.01870140000001186
1026,4.142857262325249e-07,7.271428571747103e-05,7.615000000527061e-05,0.00017970000000389064,0.00016516250000364607,0.08382830000000041,0.0020276374999994573,0.002993900000006988,0.018201912499989703
1027,4.125000145904778e-07,7.454285715117035e-05,7.813749999030506e-05,0.00018531250000819455,0.00017213750000877326,0.0838610624999987,0.002015475000000322,0.003139525000001697,0.017358337499999266
1028,3.875000018638275e-07,6.950000000216505e-05,7.28499999951282e-05,0.00017544999999330457,0.00015826249999406627,0.08413081249999976,0.0019927875000078643,0.0029736625000040817,0.018636012499996468
1029,3.5714286436164653e-07,7.213749999124275e-05,7.691250000618766e-05,0.00018592499999670054,0.00016413749998633875,0.08378820000000786,0.002336525000011136,0.003364625000010335,0.018037950000007186
1030,4.2000002622444297e-07,7.626250000924983e-05,8.014999999517158e-05,0.00019201250000122627,0.00017318749999617467,0.08583756250001784,0.0019974249999918925,0.0029355625000135888,0.017377850000009687
1031,4.4285716122820826e-07,7.24625000003698e-05,7.614999999105976e-05,0.0001810875000032297,0.00016342500002508586,0.08511603749999352,0.002010312500011935,0.00320884999998583,0.01784248749999051
1032,4.500000159168849e-07,7.290000000637065e-05,7.693749998338717e-05,0.00018369999997958075,0.0001645749999923396,0.08671894999999097,0.0020054749999971477,0.003232824999990669,0.017638774999994666
1033,4.1250000748505045e-07,7.567499999083793e-05,7.898749999668553e-05,0.0001866125000020702,0.00017018750000374894,0.08726881250000673,0.0020041750000103775,0.003049562500017089,0.01895987500000018
1034,4.2500002450651664e-07,7.823749999147367e-05,8.160000000145828e-05,0.0001932124999939333,0.0001758249999923578,0.08551902500000352,0.0020213875000081316,0.003055375000002414,0.017766087500014294
1035,4.428571449872314e-07,7.322500002260313e-05,7.813749999030506e-05,0.0001816874999960305,0.00016733750000241798,0.08488164999999981,0.002014650000006668,0.0029857500000076698,0.01842886249999509
1036,4.857142893602681e-07,7.857499998920048e-05,8.241250001361777e-05,0.0001961624999751166,0.00017653749999624324,0.08663189999999332,0.0020746625000001018,0.0030467750000013893,0.01919662499998509
1037,4.4285716122820826e-07,7.75625000102309e-05,8.14125000090371e-05,0.00019383749999946076,0.00017623750000694827,0.08672701250000614,0.0020446999999919058,0.0029906874999880984,0.017703412500004845
1038,4.2500000319023457e-07,7.553750000255377e-05,7.9487500009634e-05,0.00018786249999180882,0.00017216250000018363,0.08703479999999786,0.0020608625000022585,0.0029576124999977083,0.01807526249999114
1039,4.6666667685713037e-07,7.594999999582797e-05,7.883750000559075e-05,0.00018735000000447144,0.00017071666666386895,0.08573482500001717,0.0020275874999953203,0.0030123499999774594,0.018493675000001986
1040,4.1428570187105963e-07,7.871250000590635e-05,8.207499999457468e-05,0.00019500000000505224,0.00017682857143849366,0.08650928750001441,0.0020579874999953063,0.0029623624999999265,0.018320225000017842
1041,4.500000159168849e-07,7.518750000201635e-05,7.911250000347536e-05,0.00018757499999821903,0.00017082500000498158,0.08672247499999486,0.00209933749999891,0.003034624999997959,0.019043775000000096
1042,4.3749999178999133e-07,7.721250000258806e-05,8.011250000805603e-05,0.00019171250000482587,0.00017264999999611064,0.08738865000000118,0.0021281999999942514,0.0029499125000143067,0.018827837499998168
1043,4.4285716122820826e-07,7.557500000388018e-05,7.88374999913799e-05,0.00018813750000390428,0.00017106250000153977,0.08666062500000749,0.0020379249999962212,0.003349499999998784,0.018226287499985006
1044,4.87500017243292e-07,7.568749999364854e-05,7.910000000777018e-05,0.00018829999999070424,0.0001708500000106028,0.08673709999999346,0.002014287500017531,0.002996774999992624,0.01815732499999001
1045,4.2499998897937985e-07,7.579999998240185e-05,8.062500000960426e-05,0.00018875000000662112,0.00017214285715486506,0.0876723625000082,0.002033437499974866,0.0030242875000183744,0.018501674999988893
1046,4.250000102956619e-07,7.576250000340679e-05,7.997499999845559e-05,0.00019022499999721276,0.00017357499999093307,0.0885743375000203,0.0020159124999850064,0.003001999999995064,0.01869056249999801
